Player Name,Age,Market value,Left,Fee,Year,Club,Position
Bruno Fernandes,25,€60.00m,Sporting CP,€65.00m,2019,Man Utd,midfielder
Aaron Wan-Bissaka,21,€35.00m,Crystal Palace,€55.00m,2019,Man Utd,defender
Daniel James,21,€12.00m,Swansea,€17.80m,2019,Man Utd,forward
Odion Ighalo,30,€6.50m,SH Shenhua,Loan fee:€12.00m,2019,Man Utd,forward
Mason Greenwood,17,-,Man Utd U18,-,2019,Man Utd,forward
Tahith Chong,19,-,Man Utd U23,-,2019,Man Utd,forward
Angel Gomes,18,-,Man Utd U23,-,2019,Man Utd,midfielder
Brandon Williams,18,-,Man Utd U18,-,2019,Man Utd,defender
Cameron Borthwick-Jackson,22,€1.00m,Tranmere Rovers,"End of loanJan 9, 2020",2019,Man Utd,defender
Joel Pereira,23,€475k,Heart of Midl.,"End of loanMay 31, 2020",2019,Man Utd,goalkeeper
Cameron Borthwick-Jackson,23,€800k,Oldham Athletic,"End of loanMay 31, 2020",2019,Man Utd,defender
Joel Pereira,23,€850k,KV Kortrijk,"End of loanJun 30, 2019",2019,Man Utd,goalkeeper
Fred,25,€32.00m,Shakhtar D.,€59.00m,2018,Man Utd,midfielder
Diogo Dalot,19,€15.00m,FC Porto,€22.00m,2018,Man Utd,defender
Lee Grant,35,€1.00m,Stoke City,€1.70m,2018,Man Utd,goalkeeper
Cameron Borthwick-Jackson,21,€3.00m,Man Utd U23,-,2018,Man Utd,defender
Andreas Pereira,22,€6.00m,Valencia,"End of loanJun 30, 2018",2018,Man Utd,midfielder
Joel Pereira,22,€1.00m,Vitória Setúbal,"End of loanJan 9, 2019",2018,Man Utd,goalkeeper
Axel Tuanzebe,21,€5.00m,Aston Villa,"End of loanMay 31, 2019",2018,Man Utd,defender
James Wilson,23,€1.50m,Aberdeen FC,"End of loanMay 20, 2019",2018,Man Utd,forward
Timothy Fosu-Mensah,21,€7.00m,Fulham,"End of loanMay 31, 2019",2018,Man Utd,defender
Cameron Borthwick-Jackson,22,€3.00m,Scunthorpe Utd.,"End of loanMay 31, 2019",2018,Man Utd,defender
Romelu Lukaku,24,€50.00m,Everton,€84.70m,2017,Man Utd,forward
Nemanja Matic,28,€35.00m,Chelsea,€44.70m,2017,Man Utd,midfielder
Victor Lindelöf,22,€22.00m,Benfica,€35.00m,2017,Man Utd,defender
Alexis Sánchez,29,€70.00m,Arsenal,€34.00m,2017,Man Utd,forward
Scott McTominay,20,-,Man Utd U23,-,2017,Man Utd,midfielder
Joel Pereira,21,€100k,Man Utd U23,-,2017,Man Utd,goalkeeper
Axel Tuanzebe,20,€1.00m,Aston Villa,"End of loanMay 31, 2018",2017,Man Utd,defender
Sam Johnstone,25,€2.50m,Aston Villa,"End of loanMay 31, 2018",2017,Man Utd,goalkeeper
Andreas Pereira,21,€5.00m,Granada CF,"End of loanJun 30, 2017",2017,Man Utd,midfielder
Timothy Fosu-Mensah,20,€7.00m,Crystal Palace,"End of loanMay 31, 2018",2017,Man Utd,defender
James Wilson,22,€2.00m,Sheff Utd,"End of loanMay 31, 2018",2017,Man Utd,forward
Guillermo Varela,24,€750k,E. Frankfurt,"End of loanJun 30, 2017",2017,Man Utd,defender
Paul Pogba,23,€70.00m,Juventus,€105.00m,2016,Man Utd,midfielder
Henrikh Mkhitaryan,27,€30.00m,Bor. Dortmund,€42.00m,2016,Man Utd,midfielder
Eric Bailly,22,€8.00m,Villarreal,€38.00m,2016,Man Utd,defender
Zlatan Ibrahimović,34,€15.00m,Paris SG,free transfer,2016,Man Utd,forward
Axel Tuanzebe,19,-,Man Utd U18,-,2016,Man Utd,defender
James Wilson,21,€2.00m,Derby,"End of loanFeb 2, 2017",2016,Man Utd,forward
Adnan Januzaj,22,€7.00m,Sunderland,"End of loanMay 31, 2017",2016,Man Utd,forward
Sam Johnstone,24,€500k,Aston Villa,"End of loanMay 31, 2017",2016,Man Utd,goalkeeper
Anthony Martial,19,€8.00m,Monaco,€60.00m,2015,Man Utd,forward
Morgan Schneiderlin,25,€28.00m,Southampton,€35.00m,2015,Man Utd,midfielder
Memphis Depay,21,€28.00m,PSV Eindhoven,€34.00m,2015,Man Utd,forward
Matteo Darmian,25,€12.00m,Torino,€18.00m,2015,Man Utd,defender
Bastian Schweinsteiger,30,€22.00m,Bayern Munich,€9.00m,2015,Man Utd,midfielder
Sergio Romero,28,€5.00m,Sampdoria,free transfer,2015,Man Utd,goalkeeper
Marcus Rashford,18,-,Man Utd U18,-,2015,Man Utd,forward
Guillermo Varela,22,-,Man Utd U21,-,2015,Man Utd,defender
Andreas Pereira,19,€500k,Man Utd U21,-,2015,Man Utd,midfielder
Timothy Fosu-Mensah,17,-,Man Utd U18,-,2015,Man Utd,defender
James Wilson,20,€2.00m,Brighton,"End of loanMay 31, 2016",2015,Man Utd,forward
Víctor Valdés,34,€3.50m,Standard Liège,"End of loanApr 29, 2016",2015,Man Utd,goalkeeper
Tyler Blackett,22,€1.00m,Celtic,"End of loanMay 16, 2016",2015,Man Utd,defender
Sam Johnstone,22,€250k,Preston,"End of loanJan 23, 2016",2015,Man Utd,goalkeeper
Adnan Januzaj,20,€8.00m,Bor. Dortmund,"End of loanJan 7, 2016",2015,Man Utd,forward
Nick Powell,22,€1.50m,Hull City,"End of loanMay 31, 2016",2015,Man Utd,midfielder
Nani,28,€16.00m,Sporting CP,"End of loanJun 30, 2015",2015,Man Utd,forward
Ángelo Henríquez,21,€3.50m,Dinamo Zagreb,"End of loanJun 30, 2015",2015,Man Utd,forward
Chicharito,27,€10.00m,Real Madrid,"End of loanJun 30, 2015",2015,Man Utd,forward
Vanja Milinković-Savić,18,€750k,Vojvodina,"End of loanJun 30, 2015",2015,Man Utd,goalkeeper
Will Keane,22,€300k,Preston,"End of loanJan 1, 2016",2015,Man Utd,forward
Ángel Di María,26,€50.00m,Real Madrid,€75.00m,2014,Man Utd,forward
Luke Shaw,18,€13.00m,Southampton,€37.50m,2014,Man Utd,defender
Ander Herrera,24,€20.00m,Athletic,€36.00m,2014,Man Utd,midfielder
Marcos Rojo,24,€12.00m,Sporting CP,€20.00m,2014,Man Utd,defender
Daley Blind,24,€12.00m,Ajax,€17.50m,2014,Man Utd,defender
Radamel Falcao,28,€55.00m,Monaco,Loan fee:€7.60m,2014,Man Utd,forward
Vanja Milinković-Savić,17,-,Vojvodina,€1.75m,2014,Man Utd,goalkeeper
Víctor Valdés,32,€7.50m,Without Club,-,2014,Man Utd,goalkeeper
James Wilson,18,-,Man Utd U18,-,2014,Man Utd,forward
Tyler Blackett,20,-,Man Utd U21,-,2014,Man Utd,defender
Paddy McNair,19,-,Man Utd U21,-,2014,Man Utd,defender
Jesse Lingard,21,€1.00m,Man Utd U21,-,2014,Man Utd,midfielder
Nick Powell,20,€4.00m,Leicester,"End of loanJan 2, 2015",2014,Man Utd,midfielder
Federico Macheda,22,€1.50m,Birmingham,"End of loanJun 30, 2014",2014,Man Utd,forward
Marnick Vermijl,22,€650k,NEC Nijmegen,"End of loanJun 30, 2014",2014,Man Utd,defender
Bebé,23,€1.00m,Paços Ferreira,"End of loanJun 30, 2014",2014,Man Utd,forward
Will Keane,22,€300k,Sheff Wed,"End of loanMay 31, 2015",2014,Man Utd,forward
Wilfried Zaha,22,€8.00m,Crystal Palace,"End of loanFeb 1, 2015",2014,Man Utd,forward
Jesse Lingard,22,€1.00m,Derby,"End of loanMay 31, 2015",2014,Man Utd,midfielder
Anderson,26,€5.00m,Fiorentina,"End of loanJun 30, 2014",2014,Man Utd,midfielder
Sam Johnstone,22,€250k,Preston,"End of loanMay 31, 2015",2014,Man Utd,goalkeeper
Ángelo Henríquez,20,€2.80m,Real Zaragoza,"End of loanJun 30, 2014",2014,Man Utd,forward
Ben Amos,25,€750k,Bolton,"End of loanApr 28, 2015",2014,Man Utd,goalkeeper
Tom Cleverley,25,€9.00m,Aston Villa,"End of loanMay 31, 2015",2014,Man Utd,midfielder
Sam Johnstone,21,€250k,Doncaster,"End of loanJan 11, 2015",2014,Man Utd,goalkeeper
Juan Mata,25,€38.00m,Chelsea,€44.73m,2013,Man Utd,midfielder
Marouane Fellaini,25,€28.00m,Everton,€32.40m,2013,Man Utd,midfielder
Tom Thorpe,20,-,Man Utd U21,-,2013,Man Utd,defender
Adnan Januzaj,18,-,Man Utd U21,-,2013,Man Utd,forward
Will Keane,20,-,Man Utd U21,-,2013,Man Utd,forward
Davide Petrucci,22,-,Charlton,"End of loanMay 31, 2014",2013,Man Utd,midfielder
Sam Johnstone,21,€250k,Doncaster,"End of loanMay 31, 2014",2013,Man Utd,goalkeeper
Will Keane,21,€300k,QPR,"End of loanMay 31, 2014",2013,Man Utd,forward
Bebé,22,€1.00m,Rio Ave,"End of loanJun 30, 2013",2013,Man Utd,forward
Federico Macheda,21,€2.50m,VfB Stuttgart,"End of loanJun 30, 2013",2013,Man Utd,forward
Ben Amos,23,€1.00m,Carlisle United,"End of loanJan 1, 2014",2013,Man Utd,goalkeeper
Tom Thorpe,21,€200k,Birmingham,"End of loanMay 31, 2014",2013,Man Utd,defender
Sam Johnstone,20,€250k,Yeovil Town,"End of loanAug 21, 2013",2013,Man Utd,goalkeeper
