Player Name,Age,Position,Market value,Joined,Fee,Year,Club
Darren Ward,34,goalkeeper,-,Wolves,loan transfer,2008,Sunderland
Paul McShane,22,defender,-,Hull City,loan transfer,2008,Sunderland
Russell Anderson,29,defender,-,Burnley,loan transfer,2008,Sunderland
Roy O'Donovan,22,forward,-,Dundee United,loan transfer,2008,Sunderland
Carlos Edwards,29,defender,-,Wolves,loan transfer,2008,Sunderland
Ross Wallace,23,midfielder,-,Preston,loan transfer,2008,Sunderland
Jordan Henderson,18,midfielder,€4.00m,Coventry,loan transfer,2008,Sunderland
Anthony Stokes,20,forward,-,Sheff Utd,loan transfer,2008,Sunderland
Anthony Stokes,20,forward,-,Crystal Palace,loan transfer,2008,Sunderland
Michael Chopra,24,forward,-,Cardiff,loan transfer,2008,Sunderland
Trevor Carson,20,goalkeeper,€150k,Chesterfield FC,loan transfer,2008,Sunderland
Michael Liddle,18,defender,-,Carlisle United,loan transfer,2008,Sunderland
Martyn Waghorn,18,forward,€100k,Charlton,loan transfer,2008,Sunderland
Roy O'Donovan,23,forward,-,Blackpool,loan transfer,2008,Sunderland
Ross Wallace,23,midfielder,-,Preston,?,2008,Sunderland
Stanislav Varga,35,defender,-,Retired,-,2008,Sunderland
Ian Harte,30,defender,-,Without Club,-,2008,Sunderland
Tal Ben Haim,27,defender,-,Man City,"End of loanMay 25, 2009",2008,Sunderland
Calum Davenport,26,defender,-,West Ham,"End of loanMay 1, 2009",2008,Sunderland
Tobias Hysén,25,forward,-,IFK Göteborg,€2.50m,2007,Sunderland
Stephen Elliott,23,forward,-,Wolves,€700k,2007,Sunderland
William Mocquet,24,forward,-,Pau FC,free transfer,2007,Sunderland
Kevin Smith,20,forward,-,Aldershot,free transfer,2007,Sunderland
Tommy Miller,28,midfielder,-,Ipswich,free transfer,2007,Sunderland
Arnau Riera,25,forward,-,Falkirk,loan transfer,2007,Sunderland
Márton Fülöp,24,goalkeeper,-,Stoke City,loan transfer,2007,Sunderland
Stanislav Varga,35,defender,-,Burnley,loan transfer,2007,Sunderland
Graham Kavanagh,34,midfielder,-,Sheff Wed,loan transfer,2007,Sunderland
Clive Clarke,27,defender,-,Leicester,loan transfer,2007,Sunderland
Márton Fülöp,24,goalkeeper,-,Leicester,loan transfer,2007,Sunderland
Stephen Wright,27,defender,-,Stoke City,loan transfer,2007,Sunderland
Greg Halford,23,defender,-,Charlton,loan transfer,2007,Sunderland
Russell Anderson,29,defender,-,Plymouth,loan transfer,2007,Sunderland
Andy Cole,36,forward,-,Burnley,loan transfer,2007,Sunderland
Graham Kavanagh,33,midfielder,-,Sheff Wed,loan transfer,2007,Sunderland
Billy Dennehy,20,midfielder,-,Accrington,loan transfer,2007,Sunderland
Stern John,30,forward,-,Southampton,?,2007,Sunderland
Clive Clarke,28,defender,-,Retired,-,2007,Sunderland
Kenny Cunningham,36,defender,-,Retired,-,2007,Sunderland
Jonny Evans,20,defender,€2.00m,Man Utd,"End of loanMay 12, 2008",2007,Sunderland
Andy Gray,28,forward,-,Burnley,€1.10m,2005,Sunderland
Sean Thornton,22,midfielder,-,Doncaster,€250k,2005,Sunderland
Carl Robinson,29,midfielder,-,Norwich,€75k,2005,Sunderland
Chris Kingsberry,19,midfielder,-,Linfield,free transfer,2005,Sunderland
Jeff Whitley,26,midfielder,-,Cardiff,free transfer,2005,Sunderland
Marcus Stewart,32,forward,-,Bristol City,free transfer,2005,Sunderland
Michael Ingham,24,goalkeeper,-,Wrexham,free transfer,2005,Sunderland
Jonjo Dickman,23,midfielder,-,Darlington,free transfer,2005,Sunderland
Neil Teggart,20,forward,-,Perth Glory,free transfer,2005,Sunderland
Thomas Myhre,31,goalkeeper,-,Charlton,free transfer,2005,Sunderland
Michael Bridges,26,forward,-,Bristol City,free transfer,2005,Sunderland
Mark Lynch,23,defender,-,Hull City,free transfer,2005,Sunderland
Mart Poom,33,goalkeeper,-,Arsenal,free transfer,2005,Sunderland
Alan Stubbs,34,defender,-,Everton,free transfer,2005,Sunderland
Chris Brown,20,forward,-,Hull City,loan transfer,2005,Sunderland
Daniel Smith,19,defender,-,Huddersfield,loan transfer,2005,Sunderland
Neill Collins,21,defender,-,Hartlepool,loan transfer,2005,Sunderland
Grant Leadbitter,19,midfielder,-,Rotherham,loan transfer,2005,Sunderland
Joe Murphy,24,goalkeeper,€25k,Walsall,loan transfer,2005,Sunderland
Sean Taylor,20,forward,-,Blackpool,loan transfer,2005,Sunderland
Andy Welsh,23,midfielder,-,Leicester,loan transfer,2005,Sunderland
Daryl Murphy,22,forward,-,Sheff Wed,loan transfer,2005,Sunderland
Brian Deane,37,forward,-,Perth Glory,?,2005,Sunderland
Neill Collins,22,defender,-,Sheff Utd,loan transfer,2005,Sunderland
Colin Healy,25,midfielder,-,Without Club,-,2005,Sunderland
Matt Piper,24,midfielder,-,Without Club,-,2005,Sunderland
Gylfi Sigurdsson,27,midfielder,€750k,Everton,€49.40m,2017,Swansea
Fernando Llorente,32,forward,-,Tottenham,€15.10m,2017,Swansea
Jack Cork,28,midfielder,€800k,Burnley,€9.10m,2017,Swansea
Stephen Kingsley,23,defender,€1.00m,Hull City,€3.30m,2017,Swansea
Bafétimbi Gomis,31,forward,€350k,Galatasaray,€2.50m,2017,Swansea
Modou Barrow,24,forward,€800k,Reading,€1.70m,2017,Swansea
Franck Tabanou,28,defender,-,Guingamp,free transfer,2017,Swansea
Marvin Emnes,29,forward,-,Akhisarspor,free transfer,2017,Swansea
Mark Birighitti,26,goalkeeper,€150k,NAC Breda,free transfer,2017,Swansea
Liam Shephard,22,defender,€125k,Peterborough,free transfer,2017,Swansea
Jack Withers,18,defender,-,Boston Utd,loan transfer,2017,Swansea
Adam King,22,midfielder,-,Mansfield Town,loan transfer,2017,Swansea
Oli McBurnie,21,forward,€4.50m,Barnsley FC,loan transfer,2017,Swansea
Jefferson Montero,28,forward,-,Getafe,loan transfer,2017,Swansea
Borja Bastón,24,forward,€2.50m,Málaga CF,loan transfer,2017,Swansea
Matt Grimes,22,midfielder,€7.00m,Northampton,loan transfer,2017,Swansea
Roque Mesa,28,midfielder,€1.00m,Sevilla FC,loan transfer,2017,Swansea
Jay Fulton,23,midfielder,€1.20m,Wigan,loan transfer,2017,Swansea
Jordi Amat,25,defender,€800k,Real Betis,loan transfer,2017,Swansea
Connor Roberts,21,defender,€7.00m,Middlesbrough,loan transfer,2017,Swansea
Botti Biabi,21,forward,-,Hamilton Acad.,loan transfer,2017,Swansea
Gerhard Tremmel,38,goalkeeper,-,Retired,-,2017,Swansea
Andy King,29,midfielder,-,Leicester,"End of loanMay 31, 2018",2017,Swansea
Tammy Abraham,20,forward,€30.00m,Chelsea,"End of loanMay 31, 2018",2017,Swansea
André Ayew,26,forward,€1.00m,West Ham,€24.10m,2016,Swansea
Ashley Williams,31,defender,-,Everton,€14.00m,2016,Swansea
Alberto Paloschi,26,forward,€125k,Atalanta BC,€6.70m,2016,Swansea
Éder,28,forward,-,LOSC Lille,€4.50m,2016,Swansea
Lee Lucas,24,midfielder,€25k,Motherwell FC,free transfer,2016,Swansea
Liam Shephard,21,defender,€125k,Yeovil Town,loan transfer,2016,Swansea
Marvin Emnes,28,forward,-,Blackburn,loan transfer,2016,Swansea
Marvin Emnes,28,forward,-,Blackburn,loan transfer,2016,Swansea
Franck Tabanou,27,defender,-,Granada CF,loan transfer,2016,Swansea
Neil Taylor,27,defender,-,Aston Villa,?,2016,Swansea
Bafétimbi Gomis,30,forward,€350k,Marseille,loan transfer,2016,Swansea
Kyle Bartley,25,defender,€350k,Leeds,loan transfer,2016,Swansea
Kenji Gorré,21,forward,€1.00m,Northampton,loan transfer,2016,Swansea
Modou Barrow,24,forward,€800k,Leeds,loan transfer,2016,Swansea
Matt Grimes,20,midfielder,€7.00m,Leeds,loan transfer,2016,Swansea
Adam King,20,midfielder,-,Southend United,loan transfer,2016,Swansea
Daniel Alfei,24,defender,-,Without Club,-,2016,Swansea
Jonjo Shelvey,23,midfielder,€2.60m,Newcastle,€16.00m,2015,Swansea
Jazz Richards,24,defender,€50k,Fulham,€705k,2015,Swansea
Gerhard Tremmel,37,goalkeeper,-,Werder Bremen,Loan fee:€100k,2015,Swansea
David Cornell,24,goalkeeper,€200k,Oldham Athletic,free transfer,2015,Swansea
Curtis Obeng,26,defender,-,Without Club,free transfer,2015,Swansea
Rory Donnelly,23,forward,€100k,Gillingham FC,free transfer,2015,Swansea
Michu,29,forward,-,UP Langreo,free transfer,2015,Swansea
Liam Shephard,21,defender,€125k,Yeovil Town,loan transfer,2015,Swansea
Oli McBurnie,19,forward,€4.50m,Newport County,loan transfer,2015,Swansea
Éder,28,forward,-,LOSC Lille,loan transfer,2015,Swansea
Oli McBurnie,19,forward,€4.50m,Bristol Rovers,loan transfer,2015,Swansea
Daniel Alfei,23,defender,-,Mansfield Town,loan transfer,2015,Swansea
Franck Tabanou,26,defender,-,Saint-Étienne,loan transfer,2015,Swansea
Jay Fulton,21,midfielder,€1.20m,Oldham Athletic,loan transfer,2015,Swansea
Nathan Dyer,27,forward,-,Leicester,loan transfer,2015,Swansea
Modou Barrow,22,forward,€800k,Blackburn,loan transfer,2015,Swansea
Adam King,19,midfielder,-,Crewe Alexandra,loan transfer,2015,Swansea
Stephen Kingsley,21,defender,€1.00m,Crewe Alexandra,loan transfer,2015,Swansea
Matt Grimes,20,midfielder,€7.00m,Blackburn,loan transfer,2015,Swansea
Kenji Gorré,20,forward,€1.00m,ADO Den Haag,loan transfer,2015,Swansea
Alan Tate,32,defender,-,Without Club,-,2015,Swansea
Dwight Tiendalli,29,defender,-,Without Club,-,2015,Swansea
Nélson Oliveira,23,forward,€500k,Benfica,"End of loanJun 30, 2015",2015,Swansea
Leroy Fer,26,midfielder,€200k,QPR,"End of loanMay 31, 2016",2015,Swansea
Wilfried Bony,26,forward,€75k,Man City,€32.30m,2014,Swansea
Ben Davies,21,defender,€10.00m,Tottenham,€12.65m,2014,Swansea
Michel Vorm,30,goalkeeper,-,Tottenham,€5.70m,2014,Swansea
Pablo Hernández,29,forward,-,Al-Arabi SC,€5.00m,2014,Swansea
Chico Flores,27,defender,-,Lekhwiya SC,€5.00m,2014,Swansea
Michu,28,forward,-,SSC Napoli,Loan fee:€1.25m,2014,Swansea
José Alberto Cañas,27,midfielder,€50k,Espanyol,free transfer,2014,Swansea
Jernade Meade,21,defender,-,Hadley FC,free transfer,2014,Swansea
Leroy Lita,29,forward,-,Barnsley FC,free transfer,2014,Swansea
David N'Gog,25,forward,-,Stade Reims,free transfer,2014,Swansea
Darnel Situ,22,defender,-,Aarhus GF,free transfer,2014,Swansea
Alejandro Pozuelo,22,midfielder,€1.50m,Rayo Vallecano,free transfer,2014,Swansea
Liam Shephard,20,defender,€125k,Yeovil Town,loan transfer,2014,Swansea
Alan Tate,32,defender,-,Crewe Alexandra,loan transfer,2014,Swansea
Rory Donnelly,22,forward,€100k,Tranmere Rovers,loan transfer,2014,Swansea
Dwight Tiendalli,29,defender,-,Middlesbrough,loan transfer,2014,Swansea
Daniel Alfei,22,defender,-,Northampton,loan transfer,2014,Swansea
David Cornell,23,goalkeeper,€200k,Portsmouth,loan transfer,2014,Swansea
Jazz Richards,23,defender,€50k,Fulham,loan transfer,2014,Swansea
Modou Barrow,22,forward,€800k,Nottm Forest,loan transfer,2014,Swansea
Curtis Obeng,25,defender,-,Newport County,loan transfer,2014,Swansea
Stephen Kingsley,20,defender,€1.00m,Yeovil Town,loan transfer,2014,Swansea
Álvaro Vázquez,23,forward,€125k,Getafe,"End of loanJun 30, 2014",2014,Swansea
